文件名,第1次-大小,第1次-字节数,第1次-MD5,第1次-通过,第2次-大小,第2次-字节数,第2次-MD5,第2次-通过,第3次-大小,第3次-字节数,第3次-MD5,第3次-通过
f8c2701b7413,20K,0,163c83976b2041b6d3723f5d8039ba7e,TRUE,20K,0,163c83976b2041b6d3723f5d8039ba7e,TRUE,20K,0,163c83976b2041b6d3723f5d8039ba7e,TRUE
